"","req","item_req","texto_req","grupo_mercadoria","nm","valor_estimado","oportunidade","item_oportunidade"
"260","0029949760",10,"Atuador elétr. linear 175Nm","31251501","000000000011925560",6715,NA,0
"261","0029949760",20,"Atuador elétr. linear 175Nm","31251501","000000000011925560",6715,NA,0
"262","0030767904",10,"Atuador pneum. rotativo giro 0-90º","31251504","000000000012429635",16110.08,NA,0
"263","0030767904",20,"Atuador pneum. rotativo giro 0-90º","31251504","000000000012429635",16110.08,NA,0
"264","0030923075",10,"Vidro espec. p/visor nível Visex","41112407C","000000000010104720",301.19,"7003531597",6
"265","0030924025",10,"Vidro espec. p/visor nível Visex","41112407C","000000000010104720",301.19,"7003531597",7
"266","0029573464",10,"Sensor d/vento","41114401","000000000010848392",52568.83,"7003534186",1
"267","0031287564",10,"Válv. solenóide RO 1/4""NPT-M 5vias","40141605","000000000011368180",20850.27,"7003643825",6
"268","0028847084",10,"Regulador pressão 100a225psi","40142201","000000000010110484",6351.91,"7003646918",1
"269","0031234770",10,"Válv.esf. F/S 12"" 1500# FJA A105/A216WCB","40141607","000000000011914717",148667,"7003646919",2
"270","0031412052",10,"Válv.esf. conv. 3"" 600# FJA WCB rev.org","40141607","000000000011212767",10243.25,"7003646919",3
"271","0026730093",10,"Rotâmetro 1/2"" 4-40m3/h","41112503","000000000010743599",10590.13,NA,0
"272","0031156069",10,"Caixa distribuição poliést.+fibr.vidr 14","39121309","000000000012504943",750,"7003646940",1
"273","0030528940",10,"Válv. borb. waf. biexc. test fogo 10"" 15","40141620","000000000012541408",80000,"7003644409",2
"274","0030530643",10,"Válv. borb. waf. triexc. test fogo 8"" 30","40141620","000000000012548496",15000,"7003644409",3
"275","0030530664",10,"Válv. borb. waf. triexc. test fogo 12"" 3","40141620","000000000012548361",50354,"7003644409",4
"276","0030807481",10,"Cabo el. nu de cobre cl.2A 25mm²","26121645","000000000010347108",23.4,"7003646771",2
"277","0031409664",10,"Válvula borboleta lug triexc 14"" 150# C9","40141619","000000000011535056",44070.7,NA,0
"278","0031351783",10,"Cabo pot NBR13248 3x 6mm² HEPR PRE","26121614A","000000000011134220",16.61,"7003646479",2
"279","0031148507",10,"Vv.controle esfera NPS 6","40141609","000000000010816317",170549.55,"7003646482",6
"280","0028778796",10,"Pn.cont.hidraúlico 400X500X200mm","39121100D","000000000012480695",1e+05,NA,0
"281","0030529027",10,"Vv.controle on-off borb. NPS 3","40141609","000000000012599993",30000,NA,0
"282","0029546569",10,"Válv. regul. pressão DN1/2"" Cv0,6","41112404","000000000011186206",23765.78,"7003441550",2
"283","0030470334",10,"Válv. regul. pressão DN1"" Cv2,4","41112404","000000000012575143",23763,"7003441550",8
"284","0030470334",20,"Válv. regul. pressão DN1"" Cv2,4","41112404","000000000012575143",7024.56,NA,0
"285","0030078500",10,"Vv.controle esfera NPS 3","40141609","000000000012546287",35000,NA,0
"286","4002990579",10,"Drone c/ câmera térmica","25131705",NA,190000,"7003396590",1
"287","0029947381",10,"Válvula seg. 3x 6"" RTJ A217-WC6","40141606","000000000011906178",354990,"7003442080",1
"288","0029947406",10,"Válvula alívio 6x 6"" FR A536-65-45-12","40141606","000000000011748711",108821.07,NA,0
"289","0029947406",20,"Válvula alívio 6x 6"" FR A536-65-45-12","40141606","000000000011748711",117143.68,NA,0
"290","0030473674",10,"Disco d/ruptura AISI316 10""","40142323","000000000012455613",6231.72,NA,0
"291","0029275027",10,"Disjuntor 3P extraív vácuo 17,5kV 630A","39121602","000000000012469577",200832.85,NA,0
"292","0030586672",10,"Bucha terminal porcelana 170kV 1250A 240","39121706","000000000010230448",26321.23,NA,0
"293","0029725880",10,"Cone DN75mm p/duto flex","39121205B","000000000011186452",272.25,"7003392777",1
"294","0030088487",10,"Vv.controle on-off borb. NPS 28","40141609","000000000011918428",124178.43,"7003395384",4
"295","4002982188",10,"Det.multigás multi-faixas IP65","41113118","000000000011472039",8835.39,"7003437134",3
"296","4002982188",20,"Det.multigás 0-100%LEL IP67","41113118","000000000011114128",2708.99,NA,0
"297","4002982188",30,"Det.multigás multi-faixas IP65","41113118","000000000011472039",2272.83,NA,0
"298","4003007977",10,"Global de Manômetros","41112403",NA,1,"7003428245",1
"299","0030968388",10,"Válv.esf. conv. 8"" 600# FR A995-4A","40141607","000000000012451375",40681.01,"7003694636",6
"300","0030102992",10,"Vv.controle esfera NPS 6 Cv1,3","40141609","000000000010656305",17994.15,NA,0
"301","0026729996",10,"Válvula seg/alív. 16x 16"" FP A48 cl.30","40141606","000000000010843126",12890,"7002694691",3
"302","0026729996",20,"Válvula seg/alív. 16x 16"" FP A48 cl.30","40141606","000000000010843126",239825.39,NA,0
"303","0026729996",30,"Válvula seg/alív. 16x 16"" FP A48 cl.30","40141606","000000000010843126",233627.36,NA,0
"304","0030578148",10,"DETECTOR DE HIDROCARBONETO","41113117","000000000012114856",8500,"7003441356",5
"305","0029516963",10,"Transm.nível RF 0a1220mm","41111938","000000000012512436",56962,"7003140168",6
"306","0029516963",20,"Transm.nível RF 0a1220mm","41111938","000000000012512436",56962,"7003777602",1
"307","0028544938",10,"Atuador pneum. rotativo giro 0-90º","31251504","000000000012465060",49962.77,"7003070760",1
"308","0028544938",20,"Atuador pneum. rotativo giro 0-90º","31251504","000000000012465060",49962.77,"7003156639",1
"309","0028544938",30,"Atuador pneum. rotativo giro 0-90º","31251504","000000000012465060",19880.21,NA,0
"310","0030524370",10,"Atuador intel. 1/4 volta 8Nm","31251501","000000000012587777",13781.65,"7003441575",5
"311","0030977326",10,"Luminária emergência 2x30W 100-240Vca","39111709","000000000012229123",3077.64,"7003598895",3
"312","0030977508",10,"Luminária emergência 2x30W 100-240Vca","39111709","000000000012229123",3077.64,"7003598895",4
"313","0031160664",10,"Luminária emergência 58W 110-254V/110-23","39111709","000000000012175796",4437.75,"7003598895",13
"314","0031212367",10,"Luminária emergência 2x30W 100-240Vca","39111709","000000000012229123",3077.64,"7003598895",15
"315","0031404362",10,"Projetor ilum. 1x 150W Ex d","39111704","000000000010807858",6523.09,"7003598895",19
"316","0031070370",10,"Atuador elétr. 1/4 c/red 75Nm","31251501","000000000012657203",77218.01,"7003598899",6
"317","0031169944",10,"Atuador elétr. multvoltas 170Nm","31251501","000000000012657015",97681.84,"7003598899",8
"318","0031204354",10,"Atuador pneum. linear curso 100mm","31251504","000000000012634179",1e+05,"7003598899",11
"319","0031302613",10,"Atuador elétr. multvoltas 597Nm","31251501","000000000010498317",67993.81,"7003598899",19
"320","0030688874",10,"Vv.controle esfera NPS 1 1/2","40141609","000000000011252995",24375,"7003444124",10
"321","0030688874",20,"Vv.controle esfera NPS 1 1/2","40141609","000000000011252995",24375,"7003597190",4
"322","0030839761",10,"Transm.nível radar 0a800mm","41111938","000000000012621485",46358.82,"7003597218",4
"323","0031266325",10,"Transm.nível RF haste 51""","41111938","000000000012036528",57609.39,"7003597218",9
"324","0030720953",10,"Lumin. LED 74W 100-240Vca/108-250Vcc Ex","39111501A","000000000012452275",1169.47,"7003447118",10
"325","0031303405",10,"Módulo espec. p/CLP ICS Triplex","32151703","000000000012107329",32380.75,"7003599499",12
"326","0030849623",10,"Limitador corrente 13,8kV 600A","39121636","000000000012636565",280000,"7003601407",1
"327","0030813293",10,"Válv. controle, borboleta, DN 32"" 150 FR","40141609","000000000012626813",64300,"7003597509",7
"328","0030114662",10,"Válv.esf. F/S 4"" 900# FJA LCC","40141607","000000000011497435",16000,"7003429687",2
"329","0030589034",10,"Válv.esf. F/S 12"" 900# FJA A105/A216WCB","40141607","000000000011497735",51308.68,NA,0
"330","0030654254",10,"Válv.esf. F/S 6"" 300# FR A995-4A","40141607","000000000012619774",50000,"7003429687",10
"331","0031496818",10,"Válv. solenóide RO 1/4""NPT-M 2vias","40141605","000000000011854446",29147.68,NA,0
"332","0031546638",10,"Válv. solenóide RO 1/4""NPT-M 3vias","40141605","000000000011085639",1523.12,"7003692569",5
"333","0030858649",10,"Vidro espec. p/visor nível Sfay","41112407C","000000000010190242",140.1,NA,0
"334","0030858703",10,"Vidro espec. p/visor nível Sfay","41112407C","000000000010190242",140.1,NA,0
"335","0031027379",10,"Visor nível palh.mag. 1700mm","41112407B","000000000012427429",15554,"7003692570",11
"336","0031539710",10,"Vidro espec. p/visor nível Multiservice","41112407C","000000000010211178",200.49,"7003692570",23
"337","0031539712",10,"Vidro espec. p/visor nível Multiservice","41112407C","000000000010211178",200.49,"7003692570",24
"338","4003001720",10,"Materiais p/ Automação Predial_LOTE 1","46191505",NA,1,"7003371225",1
"339","4003001720",20,"Materiais p/ Automação Predial_LOTE 2","46191505",NA,1,"7003371225",2
"340","0029182874",10,"Elem. vedação p/obtur.prod.","20121420A","000000000010164412",4370.46,NA,0
"341","0031077774",10,"Válv.esf. F/S 4"" 2500# FJA CF8M","40141607","000000000012215277",6000,"7003694636",8
"342","0031188999",10,"Válv.esf. F/S 8"" 600# FJA A995-4A","40141607","000000000012464427",66422.88,"7003694636",10
"343","0030669642",10,"Bateria acumuladores ácida 125V 1600Ah","26111700A","000000000012606723",420000,"7003694648",1
"344","0031266783",10,"Vv.controle globo NPS 8 Cv870","40141609","000000000012508312",109147.88,"7003697465",7
"345","0031239803",10,"Posicionador intelig. 10a120mm","40141600E","000000000011453112",6310.83,NA,0
"346","0028510075",10,"Válvula seg/alív. 6x 8"" FR A995-6A","40141606","000000000011452053",4750,"7003607771",2
"347","0030078351",10,"Vv.controle on-off macho NPS 6","40141609","000000000012120418",65000,"7003605542",1
"348","0031268557",10,"Tubo tr.térm. B111-C68700 s/c 0.750 x 0.","40101800A","000000000010005101",399.54,NA,0
"349","0030117559",10,"Transm.vazão eletromag. configurável","41112516","000000000012093302",18600.74,"7003432649",8
"350","0030324957",10,"Transm.vazão ultrasôn. 0a20m/s","41112516","000000000012526906",6816450,"7003432649",10
"351","0029617649",10,"Acelerômetro 490m/s2","41113639","000000000010849564",43452.29,"7003434890",2
"352","0029617649",20,"Acelerômetro 490m/s2","41113639","000000000010849564",43452.29,NA,0
"353","0029659565",10,"Gg motor diesel gerador 3Ø 20kVA IP21","26111600C","000000000011506235",67617.33,NA,0
"354","0028938515",10,"Válv. solenóide RO 1/4""NPT-M 3/2 vias","40141605","000000000012114396",13936.67,"7003435074",1
"355","0027083860",10,"Chave fluxo térmica DN 3/4""","39121538","000000000011501120",5518.93,"7002910320",1
"356","0027083860",20,"Chave fluxo térmica DN 3/4""","39121538","000000000011501120",7218.48,"7003432944",1
"357","0027086384",10,"Chave nível ultrasônico RO 1""NPT","39121531","000000000012047550",7284.07,NA,0
"358","0027086384",20,"Chave nível ultrasônico RO 1""NPT","39121531","000000000012047550",11419.09,NA,0
"359","0030794906",10,"Tubo tr.térm. B111-C68700 s/c 0.750 x 0.","40101800A","000000000010005101",246.28,NA,0
"360","0030656829",10,"Vv.controle esfera NPS 14","40141609","000000000011574687",76000,"7003702890",3
"361","0030861496",10,"Vv.controle esfera NPS 8","40141609","000000000011148796",35000,"7003702890",4
"362","0030861496",20,"Vv.controle esfera NPS 8 Testada a fogo","40141609","000000000011148796",35000,NA,0
"363","0030656682",10,"Vv.controle gaveta NPS 4","40141609","000000000011165197",1188081.07,"7003702983",1
"364","0031638053",10,"Tubo inox A358-316L CL1/CL3 c/c 6""x0.134","40142117","000000000011233921",782.11,"7003700516",4
"365","0028744851",10,"Detector chama p/forno/cald. IR/UV 4-20m","46191504","000000000011543849",12406.03,"7003594817",1
"366","0028833252",10,"Detector chama p/forno/cald. UV relé","46191504","000000000010195440",22181.85,NA,0
"367","0030117624",10,"Detector chama p/sist.incênd IR ME 0-20m","46191504","000000000011619380",10643.71,NA,0
"368","0031316002",10,"Tubo sanf pas.norm AISI304 3/4""x 15000mm","40142006A","000000000011012512",525.77,"7003605583",3
"369","0029959202",10,"Transm.pressão dif. -250a250""H2O","41112410","000000000011365009",3579.55,"7003733912",1
"370","0031282383",10,"Válvula borboleta lug triexc fire-safe 1","40141619","000000000012542718",95224.43,NA,0
"371","0028836847",10,"Lumin. LED 171W 120-277Vca/108-250Vcc Ex","39111501A","000000000012300987",4760.24,NA,0
"372","0028551117",10,"Vv.controle esfera NPS 2","40141609","000000000011117472",113269.62,"7003593218",3
"373","0029703428",10,"Vv.controle on-off esfera NPS 10","40141609","000000000012193807",39249,"7003593218",5
"374","0031189002",10,"Válv.esf. F/S 4"" 2500# FJA WCB+inconel","40141607","000000000012464782",47683.06,"7003778011",1
"375","0030530692",10,"Vv.controle esfera NPS 8 Cv1750","40141609","000000000012175764",37330.7,"7003593588",6
"376","0030407477",10,"Válvula globo 8"" 150# A351 CF8M","40141611","000000000011371427",12400,NA,0
"377","0030666101",10,"Disjuntor 3P extraív vácuo 17,5kV 1250A","39121602","000000000011843620",39060.59,NA,0
"378","0030925511",10,"Válv.múltipla 2vv. AI 316","40141600H","000000000012297287",54120.84,"7003679399",4
"379","0029860823",10,"Sensor p/limitador G&W","39121636A","000000000012534708",4996,NA,0
"380","0029860823",20,"Sensor p/limitador G&W","39121636A","000000000012534708",4996,"7003680441",1
"381","0029182874",20,"Elem. vedação p/obtur.prod.","20121420A","000000000010164412",4370.46,NA,0
"382","0030472361",10,"Tubo tr.térm. A179 s/c 0.750 x 0.083""","40101800A","000000000010362878",435.9,"7003409824",5
"383","0027176295",10,"Transm.nível radar configurável","41111938","000000000012016517",64183.2,NA,0
"384","0027176295",20,"Transm.nível radar configurável","41111938","000000000012016517",65970.04,"7003409845",1
"385","0030772215",10,"Válvula gav. 8"" 2500# ST F11","40141613","000000000012586952",115000,"7003536064",4
"386","0030161521",10,"Válv. regul. pressão DN9/16"" Cv0,06","41112404","000000000012221741",25733.58,"7003536066",4
"387","0028802399",10,"BDV esfera NPS 2 AC A105 c/atuador pneum","40141609A","000000000012480605",53310,"7003592977",1
"388","0031216614",10,"Detector chama p/forno/cald. UV 4-20mA","46191504","000000000011260461",52244.78,"7003593086",3
"389","0030772155",10,"Válv.esf. conv. 10"" 600# FJA A105/A216WC","40141607","000000000011684365",19167.7,"7003592741",4
"390","0031146148",10,"Válvula globo 8"" 900# WC6","40141611","000000000012402332",65000,"7003670438",2
"391","0031443547",10,"Tubo sanf pas.norm AISI304 3/4""x 10000mm","40142006A","000000000010977125",777.46,"7003667437",9
"392","0031542594",10,"Vv.controle globo NPS 1 1/2 Cv10,2","40141609","000000000012727938",108663.69,"7003667439",16
"393","0029950554",10,"Atuador pneum. rotativo giro 0-90º","31251504","000000000010833783",30434.19,"7003414308",3
"394","0029950554",20,"Atuador pneum. rotativo giro 0-90º","31251504","000000000010833783",30434.19,NA,0
"395","0028180968",10,"Barreira seg intr 2canais 19a24Vcc","39121018","000000000012382049",10000,"7003097692",3
"396","0028180968",20,"Barreira seg intr 2canais 19a24Vcc","39121018","000000000012382049",10000,"7003412535",2
"397","0030101540",10,"Válv. solenóide manifold 3/2 vias","40141605","000000000012222954",26024.57,"7003412541",3
"398","0030183545",10,"Cabo pot nav 1kV 3x 120mm² HF XLPE SHF1","26121629A","000000000011809416",265,"7003414523",2
"399","0030325945",10,"Cabo potência 1kV 4x 50mm² HEPR ST2","26121629","000000000010361110",101.7,"7003414523",3
"400","0030325945",20,"Cabo potência 1kV 4x 50mm² HEPR ST2","26121629","000000000010361110",139.22,NA,0
"401","0030762352",10,"Válv.manifold 3vv. AC A350 LF2","40141600H","000000000012135286",6778.21,"7003679399",1
"402","0031122494",10,"Relé multifunção digital","39122323","000000000010908589",64125.5,"7003679436",3
"403","0031450897",10,"Tubo tr.térm. A268-410 s/c 0.750 x 0.083","40101800A","000000000012153973",303.96,"7003669689",3
"404","0030918367",10,"Motor el. 3F 4p 0,37kW 440V Ex nA","26101114","000000000012606684",17200,NA,0
"405","0030956459",10,"Motor el. 3F 4p 0,18kW 440V Ex de","26101114","000000000010840699",8340.9,"7003543659",7
"406","0030767924",10,"Manifold instr. 5vv./1eq. AI S32760","40141600H","000000000012595505",20000,"7003542891",3
"407","0030547316",10,"Tubo tr.térm. A268-410 s/c 1.500 x 0.134","40101800A","000000000012602296",900,NA,0
"408","0029578470",10,"Transm.vazão mássico configurável","41112516","000000000011839059",223684.83,NA,0
"409","0029578470",20,"Transm.vazão mássico configurável","41112516","000000000011839059",258744.78,"7003383586",3
"410","0030015649",10,"Válvula hidráulica Direcional","40141608","000000000011692460",38801.07,"7003380480",4
"411","0030206360",10,"Válvula hidráulica Direcional","40141608","000000000011597938",50000,NA,0
"412","0030279466",10,"Válvula hidráulica Direcional","40141608","000000000012235367",267000.74,NA,0
